Unnamed: 0,account_key,lessons_completed,num_courses_visited,projects_completed,total_minutes_visited,utc_date
745,4,1.0,1.0,0.0,113.3559705,2015-06-13
746,4,1.0,1.0,0.0,221.1220845,2015-06-14
747,4,0.0,1.0,0.0,117.896122667,2015-06-15
748,4,0.0,1.0,0.0,93.9975456667,2015-06-16
749,4,2.0,1.0,0.0,203.667152167,2015-06-17
751,4,0.0,1.0,0.0,37.2316026667,2015-06-19
752,4,0.0,1.0,0.0,7.60884233333,2015-06-20
754,4,0.0,2.0,0.0,39.0092428333,2015-06-22
756,4,0.0,1.0,0.0,6.26403533333,2015-06-24
762,4,0.0,2.0,0.0,69.209339,2015-06-30
763,4,0.0,1.0,0.0,24.1303601667,2015-07-01
768,4,0.0,1.0,0.0,64.7492758333,2015-07-06
769,4,1.0,1.0,0.0,15.801766,2015-07-07
775,4,0.0,2.0,0.0,66.2957193334,2015-07-13
776,4,0.0,1.0,0.0,51.0724493333,2015-07-14
778,4,0.0,1.0,0.0,92.9044416667,2015-07-16
779,4,1.0,1.0,0.0,32.908876,2015-07-17
785,4,1.0,1.0,0.0,243.922173333,2015-07-23
786,4,0.0,1.0,0.0,139.859773833,2015-07-24
787,4,1.0,1.0,0.0,80.554397,2015-07-25
788,4,1.0,1.0,0.0,303.2937875,2015-07-27
789,4,0.0,1.0,0.0,245.867064167,2015-07-28
790,4,2.0,1.0,0.0,201.298658667,2015-07-29
792,4,0.0,1.0,0.0,90.8802228333,2015-07-31
793,4,0.0,1.0,0.0,13.6694426667,2015-08-01
794,4,1.0,1.0,0.0,122.392281833,2015-08-02
795,4,2.0,2.0,0.0,240.743611333,2015-08-03
796,4,0.0,1.0,0.0,256.626786833,2015-08-04
803,4,0.0,1.0,0.0,2.0412855,2015-08-11
820,5,0.0,1.0,0.0,59.7267188333,2015-01-07
822,5,0.0,2.0,0.0,103.568613833,2015-01-09
823,5,0.0,1.0,0.0,80.1818903333,2015-01-10
824,5,0.0,1.0,0.0,36.2465346667,2015-01-11
825,5,0.0,1.0,0.0,50.034099,2015-01-12
827,5,0.0,1.0,0.0,41.0670873333,2015-01-14
829,5,1.0,1.0,0.0,122.3769065,2015-01-16
830,5,0.0,1.0,0.0,68.20015,2015-01-17
831,5,0.0,1.0,0.0,11.8806721667,2015-01-18
832,5,1.0,1.0,0.0,186.740929,2015-01-19
833,5,0.0,1.0,0.0,28.7641056667,2015-01-20
834,5,0.0,1.0,0.0,94.2040041667,2015-01-21
835,5,0.0,1.0,0.0,149.383262667,2015-01-22
836,5,0.0,1.0,0.0,141.321825333,2015-01-23
837,5,1.0,1.0,0.0,156.203973167,2015-01-24
838,5,0.0,1.0,0.0,46.0909346667,2015-01-25
839,5,0.0,1.0,0.0,41.5787176667,2015-01-26
840,5,1.0,1.0,0.0,146.624465667,2015-01-27
841,5,0.0,1.0,0.0,99.2464081667,2015-01-28
842,5,0.0,1.0,0.0,45.1443201667,2015-01-29
843,5,0.0,1.0,0.0,86.218259,2015-01-30
844,5,1.0,1.0,0.0,59.0732583333,2015-01-31
845,5,0.0,1.0,0.0,92.796903,2015-02-01
846,5,1.0,1.0,0.0,71.6471593333,2015-02-02
848,5,0.0,1.0,0.0,99.2911913333,2015-02-04
849,5,0.0,1.0,0.0,17.8876703333,2015-02-05
851,5,0.0,1.0,0.0,42.4472545,2015-02-07
852,5,1.0,1.0,0.0,182.0589425,2015-02-08
853,5,0.0,1.0,0.0,8.46893416667,2015-02-09
855,5,0.0,1.0,0.0,129.474059667,2015-02-11
856,5,0.0,1.0,0.0,88.1546591667,2015-02-12
857,5,0.0,1.0,0.0,25.0259076667,2015-02-13
859,5,0.0,1.0,0.0,174.530970167,2015-02-15
860,5,1.0,2.0,0.0,255.046944833,2015-02-16
861,5,0.0,1.0,0.0,12.0469175,2015-02-17
862,5,0.0,2.0,0.0,162.3617465,2015-02-18
863,5,0.0,1.0,0.0,55.7847291667,2015-02-19
864,5,0.0,1.0,0.0,59.4397463333,2015-02-20
865,5,0.0,1.0,0.0,42.023567,2015-02-21
866,5,0.0,1.0,0.0,130.508256833,2015-02-22
867,5,0.0,1.0,0.0,58.313197,2015-02-23
868,5,0.0,1.0,0.0,125.430114333,2015-02-24
869,5,0.0,1.0,0.0,67.0659478333,2015-02-25
870,5,0.0,1.0,0.0,31.4305303333,2015-02-26
871,5,0.0,1.0,0.0,28.8761661667,2015-02-27
872,5,0.0,1.0,0.0,100.092111833,2015-02-28
873,5,0.0,1.0,0.0,3.47594066667,2015-03-01
876,5,0.0,1.0,0.0,4.33607466667,2015-03-04
877,5,0.0,2.0,0.0,78.5181188334,2015-03-05
879,5,0.0,1.0,0.0,67.6708931667,2015-03-07
880,5,0.0,1.0,0.0,59.0020355,2015-03-08
881,5,0.0,1.0,0.0,50.6629603333,2015-03-09
882,5,1.0,1.0,0.0,94.1071231667,2015-03-10
883,5,0.0,1.0,0.0,2.40230716667,2015-03-11
884,5,1.0,1.0,0.0,54.3836295,2015-03-12
886,5,0.0,1.0,0.0,97.8845281667,2015-03-14
887,5,1.0,1.0,0.0,155.683978,2015-03-15
888,5,0.0,1.0,0.0,18.6762898333,2015-03-16
889,5,0.0,1.0,0.0,5.693861,2015-03-17
890,5,0.0,1.0,0.0,85.3774193333,2015-03-18
897,5,0.0,1.0,0.0,101.7790095,2015-03-25
898,5,1.0,1.0,0.0,14.0739101667,2015-03-26
899,5,0.0,1.0,0.0,11.3480688333,2015-03-27
901,5,0.0,1.0,0.0,41.2800236667,2015-03-29
902,5,0.0,1.0,0.0,10.6980285,2015-03-30
904,5,0.0,1.0,0.0,23.1653771667,2015-04-01
905,5,0.0,1.0,0.0,2.662257,2015-04-02
907,5,0.0,1.0,0.0,11.9706803333,2015-04-04
919,6,0.0,1.0,0.0,5.63057216667,2015-06-05
920,6,0.0,1.0,0.0,76.5443475,2015-06-06
921,6,2.0,2.0,0.0,134.276672167,2015-06-07
922,6,2.0,1.0,0.0,203.849392833,2015-06-08
923,6,2.0,1.0,0.0,196.479387,2015-06-09
924,6,0.0,1.0,0.0,163.6741795,2015-06-10
926,6,1.0,1.0,0.0,28.2927066667,2015-06-12
928,6,1.0,2.0,0.0,172.595749667,2015-06-14
929,6,2.0,2.0,0.0,157.439929,2015-06-15
930,6,0.0,3.0,0.0,118.380186833,2015-06-16
932,6,0.0,2.0,0.0,52.6609141667,2015-06-18
937,6,0.0,1.0,0.0,9.60006966667,2015-06-23
938,6,1.0,1.0,0.0,147.642282,2015-06-24
940,6,3.0,1.0,0.0,114.949999667,2015-06-26
941,6,2.0,1.0,0.0,196.947144833,2015-06-27
942,6,0.0,1.0,0.0,15.7023031667,2015-06-28
943,6,0.0,1.0,0.0,10.1590001667,2015-06-29
944,6,2.0,1.0,0.0,132.987784333,2015-06-30
945,6,2.0,1.0,0.0,105.176804167,2015-07-01
946,6,1.0,2.0,0.0,85.0438933334,2015-07-02
951,6,0.0,1.0,0.0,17.3480545,2015-07-07
953,6,0.0,2.0,0.0,133.041100333,2015-07-09
958,6,2.0,2.0,0.0,124.933725667,2015-07-14
960,6,1.0,1.0,0.0,139.111612667,2015-07-16
961,6,1.0,1.0,0.0,79.3535321667,2015-07-17
962,6,1.0,1.0,0.0,133.886249667,2015-07-18
964,6,1.0,1.0,0.0,91.9906563333,2015-07-20
965,6,1.0,1.0,0.0,138.885445833,2015-07-21
966,6,0.0,1.0,0.0,24.1459173333,2015-07-22
967,6,2.0,1.0,0.0,119.308748333,2015-07-23
971,6,0.0,1.0,0.0,24.0452185,2015-07-28
974,6,0.0,1.0,0.0,11.6307113333,2015-07-31
978,6,2.0,1.0,0.0,197.103019667,2015-08-04
979,6,1.0,1.0,0.0,98.0322758333,2015-08-05
980,6,1.0,1.0,0.0,78.1249156667,2015-08-06
982,6,1.0,1.0,0.0,99.0882603333,2015-08-08
983,6,1.0,1.0,0.0,71.5235561667,2015-08-09
984,6,1.0,1.0,0.0,52.0986663333,2015-08-10
986,6,1.0,1.0,0.0,75.741122,2015-08-12
987,6,0.0,1.0,0.0,41.2572078333,2015-08-13
988,6,2.0,1.0,0.0,102.0324245,2015-08-14
992,6,0.0,2.0,0.0,31.5542495,2015-08-18
995,6,0.0,1.0,0.0,4.79160833333,2015-08-21
997,6,0.0,1.0,0.0,30.99737,2015-08-23
1000,6,1.0,1.0,0.0,58.2829833333,2015-08-26
1002,7,0.0,1.0,0.0,42.4996946667,2015-05-12
1004,7,1.0,1.0,0.0,27.8152431667,2015-05-14
1008,7,0.0,2.0,0.0,33.8889506667,2015-05-18
1009,7,0.0,3.0,0.0,85.0952461667,2015-05-19
1010,7,0.0,1.0,0.0,52.211828,2015-05-20
1020,7,0.0,1.0,0.0,80.9381873333,2015-05-30
1034,7,0.0,1.0,0.0,70.2986316667,2015-06-13
1035,7,0.0,2.0,0.0,103.378592667,2015-06-14
1036,7,0.0,1.0,0.0,53.4760831667,2015-06-15
1039,7,0.0,1.0,0.0,55.986253,2015-06-18
1040,7,1.0,1.0,0.0,219.723223667,2015-06-19
1041,7,0.0,1.0,0.0,14.1697591667,2015-06-20
1042,7,0.0,1.0,0.0,33.8042941667,2015-06-21
1043,7,0.0,1.0,0.0,89.813162,2015-06-22
1045,7,1.0,1.0,0.0,12.5048398333,2015-06-24
1047,7,0.0,1.0,0.0,85.871756,2015-06-26
1048,7,1.0,2.0,0.0,160.527193167,2015-06-27
1049,7,0.0,1.0,0.0,145.586584333,2015-06-28
1051,7,0.0,1.0,0.0,43.2577316667,2015-06-30
1054,7,2.0,1.0,0.0,198.831432,2015-07-03
1055,7,0.0,1.0,0.0,93.7143705,2015-07-04
1056,7,1.0,1.0,0.0,70.5472675,2015-07-05
1057,7,0.0,1.0,0.0,44.7553526667,2015-07-06
1058,7,0.0,3.0,0.0,161.848495,2015-07-07
1071,7,0.0,1.0,0.0,3.16394016667,2015-07-20
1077,7,0.0,2.0,0.0,143.494447,2015-07-27
1080,7,0.0,1.0,0.0,32.1232565,2015-07-30
1087,7,0.0,1.0,0.0,37.6116103333,2015-08-06
1109,8,1.0,3.0,0.0,152.185322,2015-05-06
1110,8,0.0,1.0,0.0,93.6641945,2015-05-07
1111,8,1.0,1.0,0.0,136.103098667,2015-05-08
1112,8,0.0,1.0,0.0,32.9946208333,2015-05-09
1113,8,2.0,1.0,0.0,352.344563333,2015-05-10
1114,8,2.0,1.0,0.0,184.993429333,2015-05-11
1115,8,1.0,2.0,0.0,36.8284131667,2015-05-12
1116,8,0.0,2.0,0.0,135.945948834,2015-05-13
1117,8,0.0,1.0,0.0,16.133494,2015-05-14
1118,8,1.0,1.0,0.0,237.663184833,2015-05-15
1119,8,0.0,1.0,0.0,44.8158736667,2015-05-16
1120,8,0.0,2.0,0.0,59.4215918333,2015-05-17
1121,8,0.0,1.0,0.0,22.4917143333,2015-05-18
1124,8,0.0,1.0,0.0,6.489488,2015-05-21
1125,8,0.0,1.0,0.0,9.05165516667,2015-05-22
1126,8,1.0,1.0,0.0,51.5860961667,2015-05-23
1127,8,0.0,1.0,0.0,22.5514556667,2015-05-24
1128,8,1.0,1.0,0.0,56.3306661667,2015-05-25
1129,8,0.0,1.0,0.0,31.7593633333,2015-05-26
1130,8,0.0,1.0,0.0,14.0911928333,2015-05-27
1132,8,0.0,1.0,0.0,29.4623546667,2015-05-29
1133,8,0.0,1.0,0.0,25.9413363333,2015-05-30
1135,8,1.0,2.0,0.0,140.4608095,2015-06-01
1138,8,0.0,1.0,0.0,17.8059886667,2015-06-04
1146,8,0.0,1.0,0.0,215.5401335,2015-06-12
1147,8,1.0,1.0,0.0,53.0156648333,2015-06-13
1148,8,0.0,1.0,0.0,31.9909218333,2015-06-14
1149,8,0.0,1.0,0.0,4.75278816667,2015-06-15
1151,8,0.0,1.0,0.0,5.37516666667,2015-06-17
1152,8,0.0,1.0,0.0,47.8687181667,2015-06-18
1153,8,0.0,1.0,0.0,26.5704891667,2015-06-19
1154,8,0.0,1.0,0.0,30.6435966667,2015-06-20
1155,8,1.0,1.0,0.0,133.611688,2015-06-21
1156,8,0.0,1.0,0.0,41.7730613333,2015-06-22
1157,8,0.0,1.0,0.0,5.82714033333,2015-06-23
1158,8,0.0,1.0,0.0,55.1019035,2015-06-24
1159,8,0.0,1.0,0.0,226.0723015,2015-06-25
1160,8,0.0,1.0,0.0,124.418272667,2015-06-26
1161,8,0.0,1.0,0.0,10.5205383333,2015-06-27
1163,8,0.0,2.0,0.0,108.839109667,2015-06-29
1164,8,0.0,1.0,0.0,19.6313906667,2015-06-30
1165,8,0.0,1.0,0.0,109.203945667,2015-07-01
1166,8,1.0,1.0,0.0,103.202687333,2015-07-02
1167,8,1.0,1.0,0.0,161.111051667,2015-07-03
1168,8,1.0,1.0,0.0,156.7692575,2015-07-04
1169,8,0.0,1.0,0.0,64.3168116667,2015-07-05
1171,8,1.0,2.0,0.0,60.5022653333,2015-07-07
1172,8,1.0,2.0,0.0,178.662986167,2015-07-08
1173,8,0.0,2.0,0.0,349.127750666,2015-07-09
1176,8,1.0,1.0,0.0,5.80442,2015-07-12
1177,8,0.0,1.0,0.0,66.5335183333,2015-07-13
1178,8,0.0,1.0,0.0,14.4238218333,2015-07-14
1181,8,0.0,1.0,0.0,27.7899708333,2015-07-17
1183,8,0.0,1.0,0.0,85.611383,2015-07-19
1187,8,1.0,1.0,0.0,2.617304,2015-07-23
1188,8,0.0,1.0,0.0,4.44840966667,2015-07-24
1189,8,0.0,1.0,0.0,68.8415733333,2015-07-25
1191,8,0.0,1.0,0.0,9.00866016667,2015-07-28
1213,8,0.0,1.0,0.0,52.1728623333,2015-08-19
1215,8,0.0,1.0,0.0,15.2285485,2015-08-21
1216,8,0.0,1.0,0.0,32.5877065,2015-08-22
1222,9,0.0,2.0,0.0,54.8963445,2015-01-08
1223,9,1.0,1.0,0.0,295.804237667,2015-01-09
1227,9,0.0,1.0,0.0,36.2090455,2015-01-13
1228,9,1.0,1.0,0.0,61.5617565,2015-01-14
1229,9,0.0,1.0,0.0,36.0314923333,2015-01-15
1230,9,2.0,1.0,0.0,445.113806333,2015-01-16
1236,9,0.0,1.0,0.0,163.959902167,2015-01-22
1237,9,2.0,1.0,0.0,241.079271667,2015-01-23
1238,9,0.0,1.0,0.0,86.2071216667,2015-01-24
1239,9,1.0,1.0,0.0,81.6873045,2015-01-25
1243,9,0.0,1.0,0.0,143.511586833,2015-01-29
1244,9,2.0,2.0,0.0,244.187229,2015-01-30
1245,9,0.0,1.0,0.0,109.927379667,2015-01-31
1246,9,0.0,2.0,0.0,19.0089545,2015-02-01
1248,9,0.0,1.0,0.0,56.8582368333,2015-02-03
1250,9,1.0,1.0,0.0,43.8969605,2015-02-05
1251,9,1.0,1.0,0.0,99.294789,2015-02-06
1254,9,1.0,1.0,0.0,57.0735583333,2015-02-09
1257,9,2.0,1.0,0.0,145.373572167,2015-02-12
1258,9,3.0,1.0,0.0,241.393501,2015-02-13
1260,9,2.0,1.0,0.0,191.638819833,2015-02-15
1262,9,0.0,1.0,0.0,60.5023631667,2015-02-17
1264,9,1.0,1.0,0.0,50.5023176667,2015-02-19
1271,9,0.0,1.0,0.0,6.11236333333,2015-02-26
1279,9,1.0,2.0,0.0,96.1344056667,2015-03-06
1280,9,0.0,1.0,0.0,2.4699475,2015-03-07
1288,9,0.0,1.0,0.0,12.3626205,2015-03-15
1289,9,1.0,1.0,0.0,55.3792656667,2015-03-16
1292,9,0.0,1.0,0.0,45.202663,2015-03-19
1293,9,0.0,1.0,0.0,114.241585833,2015-03-20
