account_key,join_date,cancel_date,days_active,status
192,2015-05-09,2015-08-27,110,1
193,2014-12-08,2015-08-27,262,1
194,2014-11-10,2015-08-27,290,1
195,2014-11-10,2015-08-27,290,1
196,2015-06-03,2015-08-27,85,1
197,2015-01-07,2015-06-14,158,0
198,2014-11-10,2015-08-27,290,1
199,2015-05-30,2015-08-27,89,1
200,2015-05-12,2015-08-27,107,1
201,2015-04-24,2015-08-27,125,1
202,2014-12-03,2015-08-27,267,1
203,2014-11-15,2015-07-19,246,0
204,2014-11-10,2015-08-27,290,1
205,2015-04-01,2015-08-27,148,1
206,2014-11-10,2015-08-27,290,1
207,2015-01-07,2015-08-27,232,1
208,2015-03-08,2015-06-15,99,0
209,2014-12-05,2015-08-27,265,1
210,2015-03-11,2015-08-27,169,1
211,2015-05-06,2015-08-27,113,1
212,2015-04-24,2015-08-27,125,1
213,2015-07-14,2015-08-27,44,1
214,2015-01-12,2015-08-27,227,1
215,2014-11-14,2015-08-27,286,1
216,2015-06-02,2015-08-27,86,1
217,2014-11-14,2015-08-27,286,1
218,2015-07-08,2015-08-27,50,1
219,2015-06-06,2015-08-27,82,1
220,2015-04-07,2015-08-27,142,1
221,2014-12-03,2015-02-10,69,0
222,2014-11-17,2015-08-27,283,1
223,2014-11-10,2015-08-27,290,1
224,2014-11-10,2015-08-27,290,1
225,2014-11-10,2015-08-27,290,1
226,2015-06-08,2015-08-27,80,1
227,2014-11-12,2015-08-27,288,1
228,2015-05-07,2015-08-27,112,1
229,2015-01-07,2015-06-14,158,0
230,2014-11-10,2015-08-27,290,1
231,2014-11-14,2015-08-27,286,1
232,2015-01-08,2015-08-27,231,1
233,2015-03-06,2015-08-27,174,1
234,2014-11-11,2015-08-27,289,1
235,2015-05-11,2015-08-27,108,1
236,2015-05-10,2015-08-27,109,1
237,2015-05-10,2015-08-27,109,1
238,2015-07-13,2015-08-27,45,1
239,2015-03-04,2015-08-27,176,1
240,2015-04-24,2015-08-27,125,1
241,2014-12-08,2015-08-27,262,1
242,2015-05-11,2015-08-27,108,1
243,2014-11-16,2015-04-15,150,0
244,2014-12-04,2015-08-27,266,1
245,2014-11-14,2015-08-27,286,1
246,2015-04-01,2015-08-27,148,1
248,2015-06-09,2015-08-27,79,1
249,2015-05-12,2015-08-27,107,1
250,2015-01-12,2015-08-27,227,1
251,2015-02-06,2015-08-27,202,1
252,2015-05-12,2015-08-27,107,1
253,2014-11-16,2015-08-27,284,1
254,2014-11-14,2015-08-27,286,1
255,2015-05-06,2015-08-27,113,1
256,2014-12-03,2015-06-10,189,0
257,2014-11-15,2015-08-27,285,1
258,2014-11-10,2015-07-17,249,0
259,2015-03-05,2015-07-14,131,0
260,2015-05-11,2015-08-27,108,1
261,2014-11-16,2015-02-23,99,0
262,2015-04-24,2015-08-27,125,1
263,2015-01-10,2015-08-27,229,1
264,2014-12-03,2015-02-25,84,0
265,2014-12-04,2015-01-11,38,0
266,2015-06-06,2015-08-27,82,1
267,2015-04-24,2015-08-27,125,1
268,2014-11-10,2015-08-10,273,0
269,2015-04-02,2015-08-27,147,1
270,2015-01-09,2015-05-31,142,0
271,2015-07-08,2015-08-27,50,1
272,2015-01-08,2015-05-15,127,0
273,2014-11-14,2015-08-27,286,1
274,2015-05-06,2015-08-27,113,1
275,2014-11-12,2015-08-27,288,1
276,2015-05-10,2015-08-27,109,1
277,2014-11-15,2015-08-27,285,1
278,2014-12-04,2015-08-27,266,1
279,2015-02-05,2015-08-27,203,1
280,2014-11-15,2015-08-27,285,1
281,2014-11-14,2015-08-27,286,1
282,2014-11-14,2015-08-27,286,1
283,2014-11-13,2015-08-27,287,1
284,2015-02-09,2015-08-27,199,1
285,2015-01-07,2015-08-27,232,1
286,2015-07-08,2015-08-27,50,1
287,2015-05-11,2015-08-27,108,1
288,2014-12-03,2015-08-27,267,1
289,2015-04-07,2015-07-14,98,0
290,2015-05-30,2015-08-27,89,1
291,2015-04-02,2015-08-27,147,1
292,2014-12-05,2015-08-27,265,1
293,2015-05-10,2015-08-17,99,0
294,2015-06-04,2015-08-27,84,1
295,2014-12-07,2015-08-27,263,1
296,2015-06-08,2015-08-27,80,1
297,2015-01-12,2015-08-27,227,1
298,2015-05-08,2015-08-27,111,1
299,2015-04-24,2015-08-27,125,1
300,2014-12-03,2015-08-27,267,1
301,2014-11-10,2015-08-27,290,1
302,2015-04-24,2015-08-27,125,1
303,2015-05-11,2015-08-27,108,1
304,2015-05-10,2015-08-27,109,1
305,2015-03-10,2015-08-27,170,1
306,2015-02-08,2015-08-27,200,1
307,2015-02-10,2015-08-27,198,1
308,2014-11-16,2015-08-27,284,1
309,2014-11-10,2015-08-27,290,1
310,2015-04-06,2015-08-27,143,1
311,2014-11-16,2015-08-27,284,1
313,2015-02-05,2015-08-27,203,1
314,2015-05-11,2015-08-27,108,1
315,2014-11-10,2015-05-17,188,0
316,2014-12-06,2015-06-13,189,0
317,2015-07-09,2015-08-27,49,1
318,2015-06-05,2015-08-27,83,1
319,2014-12-30,2015-08-27,240,1
320,2015-05-07,2015-08-27,112,1
321,2014-11-15,2015-08-27,285,1
322,2014-11-10,2015-08-27,290,1
323,2014-11-10,2015-04-17,158,0
324,2015-07-09,2015-08-27,49,1
325,2015-07-19,2015-08-27,39,1
326,2015-07-09,2015-08-27,49,1
327,2014-11-14,2015-08-27,286,1
328,2014-11-10,2015-08-27,290,1
329,2014-11-10,2015-08-27,290,1
330,2015-05-10,2015-08-27,109,1
331,2015-05-11,2015-08-27,108,1
332,2015-08-11,2015-08-27,16,1
333,2015-04-01,2015-08-27,148,1
334,2014-11-16,2015-08-27,284,1
335,2014-11-12,2015-05-19,188,0
336,2014-11-10,2015-08-27,290,1
337,2015-02-10,2015-08-27,198,1
338,2014-11-15,2015-08-27,285,1
339,2014-11-10,2015-06-17,219,0
340,2015-04-01,2015-08-27,148,1
341,2015-05-10,2015-08-27,109,1
342,2014-12-05,2015-08-27,265,1
343,2014-12-07,2015-03-14,97,0
344,2015-01-11,2015-08-27,228,1
345,2015-01-07,2015-08-27,232,1
346,2014-12-05,2015-08-27,265,1
347,2014-12-07,2015-08-27,263,1
348,2015-02-05,2015-08-27,203,1
349,2015-04-03,2015-08-27,146,1
350,2015-01-07,2015-08-27,232,1
351,2015-03-08,2015-08-27,172,1
352,2015-02-05,2015-08-27,203,1
353,2015-04-24,2015-08-27,125,1
354,2014-11-10,2015-08-27,290,1
355,2015-07-17,2015-08-27,41,1
356,2015-01-09,2015-08-27,230,1
357,2015-01-11,2015-08-27,228,1
358,2014-12-05,2015-08-27,265,1
359,2015-07-15,2015-08-27,43,1
360,2015-05-06,2015-08-27,113,1
361,2015-05-13,2015-06-20,38,0
362,2015-01-09,2015-04-16,97,0
363,2015-04-02,2015-08-27,147,1
364,2014-12-05,2015-08-27,265,1
365,2015-05-13,2015-08-27,106,1
366,2014-11-10,2015-04-17,158,0
367,2014-11-11,2015-04-02,142,0
368,2014-11-10,2015-08-27,290,1
369,2014-11-10,2015-08-27,290,1
370,2015-04-24,2015-08-27,125,1
371,2015-01-13,2015-08-27,226,1
372,2015-03-06,2015-08-27,174,1
373,2015-01-12,2015-08-27,227,1
374,2015-02-06,2015-08-27,202,1
375,2015-03-09,2015-08-27,171,1
376,2015-05-05,2015-08-27,114,1
377,2014-12-05,2015-08-27,265,1
378,2014-11-10,2015-04-17,158,0
379,2015-01-12,2015-08-27,227,1
380,2014-12-08,2015-08-27,262,1
381,2015-02-09,2015-08-27,199,1
382,2015-05-06,2015-08-27,113,1
383,2015-01-07,2015-08-27,232,1
384,2015-06-08,2015-08-27,80,1
385,2015-05-08,2015-08-27,111,1
386,2015-01-13,2015-06-13,151,0
387,2015-04-24,2015-08-27,125,1
388,2014-12-08,2015-08-27,262,1
389,2014-11-14,2015-08-27,286,1
390,2014-11-10,2015-08-27,290,1
391,2015-02-10,2015-08-27,198,1
392,2015-04-02,2015-08-27,147,1
393,2015-07-18,2015-08-27,40,1
394,2014-11-10,2015-04-17,158,0
395,2015-04-08,2015-08-27,141,1
396,2015-04-24,2015-08-27,125,1
397,2014-12-04,2015-08-27,266,1
398,2015-05-11,2015-08-27,108,1
399,2015-05-12,2015-08-27,107,1
400,2015-04-01,2015-08-27,148,1
401,2015-04-24,2015-08-27,125,1
402,2015-01-12,2015-08-27,227,1
403,2015-07-16,2015-08-27,42,1
404,2015-04-07,2015-08-17,132,0
405,2015-06-03,2015-08-27,85,1
406,2015-05-10,2015-08-27,109,1
407,2015-05-06,2015-08-13,99,0
408,2014-11-10,2015-04-17,158,0
409,2015-03-06,2015-08-27,174,1
410,2015-05-12,2015-08-19,99,0
411,2014-12-08,2015-06-15,189,0
412,2014-11-10,2015-08-27,290,1
413,2015-02-06,2015-05-13,96,0
414,2015-06-07,2015-08-27,81,1
415,2014-11-16,2015-08-27,284,1
416,2015-02-11,2015-07-15,154,0
417,2015-08-12,2015-08-27,15,1
418,2015-01-11,2015-07-18,188,0
419,2014-11-17,2015-08-08,264,0
420,2014-11-10,2015-08-27,290,1
421,2015-01-08,2015-08-27,231,1
422,2015-05-08,2015-08-27,111,1
423,2015-02-09,2015-08-27,199,1
424,2015-04-06,2015-08-27,143,1
425,2015-04-05,2015-08-27,144,1
426,2015-04-01,2015-08-14,135,0
427,2015-01-09,2015-06-16,158,0
428,2014-11-10,2015-08-27,290,1
429,2014-11-10,2015-06-17,219,0
430,2015-07-10,2015-08-27,48,1
431,2014-11-10,2015-03-17,127,0
432,2015-03-09,2015-08-27,171,1
433,2015-04-08,2015-08-27,141,1
434,2015-01-12,2015-06-03,142,0
435,2015-02-06,2015-08-27,202,1
436,2015-02-08,2015-08-27,200,1
437,2015-04-02,2015-08-27,147,1
438,2015-07-17,2015-08-27,41,1
439,2014-11-10,2015-08-27,290,1
440,2014-11-11,2015-02-18,99,0
441,2014-11-12,2015-06-19,219,0
442,2015-01-07,2015-08-27,232,1
443,2014-11-10,2015-08-27,290,1
444,2014-12-04,2015-08-27,266,1
445,2015-05-13,2015-08-27,106,1
446,2015-01-07,2015-08-27,232,1
447,2015-04-24,2015-06-04,41,0
449,2015-04-03,2015-08-27,146,1
450,2014-12-07,2015-08-27,263,1
451,2015-04-01,2015-08-27,148,1
452,2015-06-04,2015-08-27,84,1
453,2014-12-08,2015-08-27,262,1
454,2015-05-12,2015-08-27,107,1
455,2015-04-01,2015-08-27,148,1
456,2015-06-07,2015-08-27,81,1
457,2015-03-10,2015-08-27,170,1
458,2014-11-10,2015-08-27,290,1
459,2015-06-08,2015-08-27,80,1
460,2015-01-07,2015-08-27,232,1
461,2014-12-08,2015-08-27,262,1
462,2015-07-09,2015-08-27,49,1
463,2015-02-09,2015-08-27,199,1
464,2015-04-01,2015-08-27,148,1
465,2015-02-05,2015-08-12,188,0
466,2015-05-06,2015-08-27,113,1
467,2015-01-10,2015-07-02,173,0
468,2015-04-02,2015-08-27,147,1
469,2014-11-16,2015-08-27,284,1
471,2015-05-07,2015-08-27,112,1
472,2015-01-07,2015-08-27,232,1
473,2014-12-08,2015-04-15,128,0
474,2014-12-09,2015-03-16,97,0
475,2015-05-09,2015-08-27,110,1
476,2015-05-08,2015-08-27,111,1
477,2015-03-04,2015-07-11,129,0
478,2015-06-09,2015-08-27,79,1
479,2015-05-09,2015-08-27,110,1
480,2014-11-10,2015-08-27,290,1
481,2015-05-28,2015-08-27,91,1
482,2015-04-03,2015-08-27,146,1
483,2014-11-10,2015-04-20,161,0
484,2015-05-07,2015-08-27,112,1
485,2015-03-10,2015-08-27,170,1
486,2015-01-12,2015-08-27,227,1
487,2015-05-10,2015-08-27,109,1
488,2014-11-15,2015-08-27,285,1
489,2015-06-01,2015-08-27,87,1
490,2015-05-13,2015-08-27,106,1
491,2015-05-12,2015-08-27,107,1
492,2015-03-10,2015-08-27,170,1
493,2015-02-05,2015-08-27,203,1
494,2014-11-10,2015-08-27,290,1
495,2014-11-12,2015-08-27,288,1
496,2015-06-03,2015-08-27,85,1
497,2015-05-12,2015-08-27,107,1
498,2015-07-09,2015-08-27,49,1
499,2014-11-17,2015-05-13,177,0
500,2014-11-12,2015-08-27,288,1
501,2015-05-11,2015-08-27,108,1
502,2014-11-15,2015-08-27,285,1
503,2015-06-03,2015-08-27,85,1
504,2014-11-10,2015-06-17,219,0
505,2015-03-07,2015-05-14,68,0
506,2014-11-10,2015-08-27,290,1
507,2015-01-09,2015-08-27,230,1
508,2015-03-04,2015-08-27,176,1
509,2015-03-05,2015-08-27,175,1
510,2015-02-05,2015-08-27,203,1
511,2015-05-11,2015-08-27,108,1
512,2014-11-10,2015-03-17,127,0
513,2015-05-28,2015-08-27,91,1
514,2014-12-04,2015-06-11,189,0
515,2015-01-08,2015-08-27,231,1
516,2014-12-09,2015-08-27,261,1
517,2015-03-06,2015-08-27,174,1
518,2015-06-08,2015-08-27,80,1
519,2015-05-11,2015-08-27,108,1
520,2014-11-10,2015-03-17,127,0
521,2015-02-09,2015-07-16,157,0
522,2014-11-10,2015-08-27,290,1
523,2014-12-03,2015-08-27,267,1
524,2014-12-06,2015-08-27,264,1
525,2014-11-10,2015-07-17,249,0
526,2015-07-16,2015-08-27,42,1
527,2015-01-09,2015-08-27,230,1
528,2015-04-03,2015-08-10,129,0
529,2014-12-08,2015-08-27,262,1
530,2015-01-07,2015-08-27,232,1
531,2015-07-08,2015-08-27,50,1
532,2015-01-12,2015-06-19,158,0
533,2015-05-11,2015-08-27,108,1
534,2015-01-12,2015-04-19,97,0
535,2015-02-08,2015-08-27,200,1
536,2015-04-24,2015-08-27,125,1
537,2014-11-10,2015-08-27,290,1
538,2015-06-02,2015-08-27,86,1
539,2014-12-03,2015-08-27,267,1
540,2015-05-08,2015-08-27,111,1
541,2014-11-12,2015-06-19,219,0
542,2015-07-10,2015-08-27,48,1
543,2015-04-01,2015-08-27,148,1
544,2014-11-10,2015-05-17,188,0
545,2015-05-28,2015-08-27,91,1
546,2014-12-05,2015-08-27,265,1
547,2014-12-09,2015-08-16,250,0
548,2015-07-20,2015-08-27,38,1
549,2014-12-03,2015-06-10,189,0
550,2014-11-10,2015-07-04,236,0
551,2015-04-24,2015-08-27,125,1
552,2015-08-14,2015-08-27,13,1
553,2014-11-10,2015-08-27,290,1
554,2015-06-07,2015-08-27,81,1
555,2015-04-09,2015-08-27,140,1
556,2015-05-12,2015-08-27,107,1
557,2014-12-08,2015-08-27,262,1
558,2014-12-03,2015-08-27,267,1
559,2015-05-07,2015-08-27,112,1
560,2014-12-06,2015-08-27,264,1
561,2015-02-05,2015-08-27,203,1
562,2014-11-10,2015-08-27,290,1
563,2014-12-03,2015-07-10,219,0
564,2015-02-08,2015-08-27,200,1
565,2015-06-08,2015-08-27,80,1
566,2015-05-12,2015-08-27,107,1
567,2015-01-12,2015-08-27,227,1
568,2014-11-10,2015-08-27,290,1
569,2015-06-02,2015-08-09,68,0
570,2014-12-07,2015-08-27,263,1
571,2014-12-08,2015-08-27,262,1
572,2015-05-28,2015-08-27,91,1
573,2015-06-07,2015-08-27,81,1
574,2015-04-24,2015-08-27,125,1
575,2015-07-17,2015-08-27,41,1
576,2014-11-10,2015-02-17,99,0
577,2014-11-12,2015-07-12,242,0
578,2015-04-02,2015-08-27,147,1
579,2014-11-15,2015-08-27,285,1
580,2014-11-10,2015-07-17,249,0
581,2014-12-07,2015-08-27,263,1
582,2014-11-10,2015-08-27,290,1
583,2014-12-08,2015-05-15,158,0
584,2014-11-10,2015-08-27,290,1
585,2015-04-01,2015-08-27,148,1
586,2015-03-10,2015-08-27,170,1
587,2014-11-10,2015-08-27,290,1
588,2015-04-02,2015-08-27,147,1
589,2015-02-05,2015-08-27,203,1
590,2014-12-03,2015-08-27,267,1
591,2014-11-12,2015-08-27,288,1
592,2015-01-07,2015-08-27,232,1
593,2015-04-02,2015-08-27,147,1
594,2014-12-05,2015-08-27,265,1
595,2014-11-10,2015-08-27,290,1
596,2015-05-12,2015-08-27,107,1
597,2015-01-12,2015-07-19,188,0
598,2015-01-12,2015-08-27,227,1
599,2014-11-12,2015-08-27,288,1
600,2015-04-07,2015-08-27,142,1
601,2014-11-10,2015-08-27,290,1
602,2015-02-06,2015-08-13,188,0
603,2015-02-09,2015-08-27,199,1
604,2014-11-10,2015-08-27,290,1
605,2015-02-06,2015-08-27,202,1
606,2015-04-08,2015-06-15,68,0
607,2015-03-05,2015-08-27,175,1
608,2015-05-10,2015-08-27,109,1
609,2015-04-24,2015-08-27,125,1
610,2015-01-07,2015-03-14,66,0
611,2014-12-08,2015-01-15,38,0
612,2014-11-10,2015-03-17,127,0
613,2014-12-05,2015-08-27,265,1
614,2015-03-06,2015-08-27,174,1
615,2015-03-05,2015-08-27,175,1
616,2015-05-28,2015-08-27,91,1
617,2014-11-12,2015-08-27,288,1
618,2014-12-05,2015-04-12,128,0
619,2015-06-06,2015-08-27,82,1
620,2014-11-10,2015-08-27,290,1
621,2015-05-12,2015-08-27,107,1
622,2015-01-08,2015-06-15,158,0
623,2014-12-07,2015-04-15,129,0
624,2015-03-04,2015-06-26,114,0
625,2015-04-02,2015-08-27,147,1
626,2014-11-10,2015-05-11,182,0
627,2014-11-16,2015-08-27,284,1
628,2015-06-09,2015-08-27,79,1
629,2015-06-09,2015-08-27,79,1
630,2014-11-11,2015-03-18,127,0
631,2014-12-03,2015-07-15,224,0
632,2015-04-07,2015-08-27,142,1
633,2015-07-17,2015-08-27,41,1
634,2014-12-09,2015-06-16,189,0
635,2015-05-07,2015-08-27,112,1
636,2015-02-09,2015-08-12,184,0
637,2014-12-06,2015-08-13,250,0
639,2014-11-13,2015-03-20,127,0
640,2014-11-12,2015-08-27,288,1
641,2014-12-09,2015-06-14,187,0
642,2015-01-11,2015-08-27,228,1
643,2014-12-03,2015-08-27,267,1
644,2015-05-13,2015-08-27,106,1
645,2015-02-09,2015-05-16,96,0
646,2015-06-04,2015-08-27,84,1
647,2015-05-06,2015-08-27,113,1
648,2015-05-11,2015-08-27,108,1
649,2014-11-10,2015-03-17,127,0
650,2014-12-04,2015-08-11,250,0
651,2015-04-06,2015-06-13,68,0
652,2015-03-10,2015-08-27,170,1
653,2015-03-05,2015-08-27,175,1
655,2014-11-10,2015-01-20,71,0
656,2015-05-12,2015-08-27,107,1
657,2015-01-13,2015-03-20,66,0
660,2014-12-03,2015-01-10,38,0
661,2015-05-12,2015-06-19,38,0
663,2015-06-02,2015-06-15,13,0
665,2015-05-12,2015-08-27,107,1
666,2015-02-09,2015-04-16,66,0
667,2014-12-09,2015-01-16,38,0
668,2014-12-09,2015-01-20,42,0
669,2015-05-12,2015-07-19,68,0
670,2015-01-08,2015-04-15,97,0
671,2014-12-09,2015-02-03,56,0
672,2014-11-14,2015-08-27,286,1
673,2015-06-01,2015-08-27,87,1
674,2015-05-12,2015-08-27,107,1
676,2015-04-13,2015-08-27,136,1
678,2015-01-08,2015-02-15,38,0
681,2015-04-01,2015-06-15,75,0
682,2014-12-07,2015-05-15,159,0
687,2015-07-20,2015-08-27,38,1
689,2015-07-17,2015-08-27,41,1
690,2015-02-05,2015-08-27,203,1
692,2015-02-11,2015-02-24,13,0
693,2014-11-15,2015-01-23,69,0
694,2015-07-10,2015-08-27,48,1
696,2014-11-10,2015-01-20,71,0
697,2014-12-08,2015-01-15,38,0
698,2015-01-08,2015-02-15,38,0
702,2014-11-13,2015-08-27,287,1
704,2015-05-06,2015-07-13,68,0
705,2014-12-08,2015-04-28,141,0
706,2015-04-07,2015-07-14,98,0
709,2015-02-08,2015-03-15,35,0
710,2014-12-08,2015-02-15,69,0
712,2014-11-13,2015-03-20,127,0
713,2015-05-12,2015-07-04,53,0
714,2015-05-11,2015-07-12,62,0
715,2015-05-12,2015-08-27,107,1
718,2015-05-08,2015-06-19,42,0
719,2014-11-17,2014-11-25,8,0
720,2015-03-04,2015-04-11,38,0
721,2015-06-09,2015-07-15,36,0
722,2015-01-12,2015-05-19,127,0
726,2015-04-08,2015-05-15,37,0
729,2015-04-03,2015-04-25,22,0
730,2015-01-08,2015-01-30,22,0
732,2015-01-12,2015-05-19,127,0
735,2015-04-14,2015-06-09,56,0
736,2014-12-04,2015-03-11,97,0
